content,url,coordinates,problem_type,category_type,tone,emotionality,probability
Сбербанк мошенники!!Распространяют личные данные!!!Или продают их -не знаю!!!Но списывают деньги просто так!!!,1004,Неизвестно,1,3,2,2,1
"Звонок типа из сбербанка, с предупреждением, что замечен не понятный перевод на сумму 5200, с просьбой нажать цифру 1 и ждать соединения, при перезвоне с городского номер не существует",695,Перевоз,2,2,2,0,1
На Большой Московской не работает банкомат.,905,Неизвестно,2,1,0,0,1
Робот якобы от сбербанка сообщает о смене финансового номера.,790,Неизвестно,2,2,2,0,1
"Сбер, я тут обратил внимание, что в кошельке отображается бизнес карта. А в чем смысл? Ничего ей оплатить нельзя, перевести нельзя, даже к сберпей подвязать нельзя. Так чисто для слежения за балансом что ли? )",151,Неизвестно,1,2,0,0,0
"Слетели шаблоны платежей, из десятка осталось лишь два шаблона. Новый шаблон завести нельзя, нет такой функции после платежа, как это было раньше. Сбер, вы задолбали куралесить!",297,Неизвестно,2,2,0,0,0
"Мне сначала пришла смс ,что одобрен кредит,потом позвонили и представились финансовым отделом сбербанка и что подана заявка на кредит ",795,Неизвестно,1,4,0,0,1
"спб не работает, деньги отправил, снялись со счета но до получателя не дошли до сих пор, прошло около часа",437,СпбА,1,3,2,0,1
Опять с банкоматами проблемы. Почему нельзя своевременно их обслуживать??,459,Неизвестно,1,4,0,1,1
"Ужасное обслуживание, помноженное на некомпетентность сотрудников в приложение онлайн банка!!!",1032,Неизвестно,2,2,2,1,0
А жить сцуко на что? Ну пока счёт арестован. В сбере об этом видимо не думают. Что в общем-то не удивительно,9,Неизвестно,1,2,2,0,0
"Были вчера, 2 банкомата сбербанка уже не работали Положили деньги на карту большую сумму, банкомат завис, деньги на счёт не поступили и терминал обратно их не отдал. Оператор не смогла решить вопрос на месте , сказала что в течении 3-х дней деньги поступят на счёт. Такая большая компания а не может решить проблему с банкоматами. тем более что это понедельник и специалисты наверняка работают ",893,Неизвестно,2,1,0,0,1
"сервис просто улет! Дозвониться невозможно, сберлогистика тупо отменила заказ без объяснения причин, возврат денег и бонусов в теч.недели ПООБЕЩАЛИ, а там посмотрим. До Яндекса вам еще работать и работать, и не факт, что догоните.",138,Неизвестно,2,1,2,0,0
"Уважаемая тех поббержа сбера в настройках есть пункт «собирать статистику». Я выключаю его, но через несколько дней если посмотреть то почему стоит «вкл»!!!! Уже пятый раз отключаю, чую что не с проста это делается, будьте осторожны! Проверьте у себя)",212,Неизвестно,2,1,0,1,0
"Мошенники! Уведомляют об одобренном кредите в Сбербанке на сумму 100 000 руб., просят уточнить паспортные данные. Трубку положил, информация по данному номеру отправлена в Службу Безопасности Сбербанка!",738,Неизвестно,2,2,2,0,1
"Сильно перегрузили сбер онлайн приложение новыми сервисами, на iphone xs с lte связью еле работает ваш новый продукт.",224,Елец,1,3,0,0,0
"В тех банкоматах, что на гражданском проспекте долго грузятся экраны, из за этого очереди, люди теряют время!!!",887,Неизвестно,1,4,0,1,0
"риложение очень отвратительное,не для тех у кого модели телефонов с небольшой внутренней памятью телефона.Оно полностью захватывает память и не даёт установить другие приложения.350 мб пишет ,а его удаляешь и ставишь ещё много чего тебе нужно и так переставляешь его все время.Сбер что решил весь мир захватить через смартфоны?))Обращайте внимание на то что ставите ,эти приложения вынуждают вас покупать более дорогую технику!",326,Неизвестно,1,3,0,0,1
Ужасный банк. Списывают деньги со счета даже без уведомления и отображения в истории. Вводят комиссию по своему усмотрению. Баланс карты уходит в минус при том что это невозможно по тарифу. Бегите их сбера!!!,133,Неизвестно,2,2,2,1,1
"Перевела деньги онлайн. У меня списали сумму в ту же секунду. Подруга ничего не получила... До сих пор!!! В итоге теперь и наличкой не отдать, ибо нечем. Дозвонились в службу поддержки только сегодня. Никаких пояснений или извинений, кроме: ""ждите два рабочих дня""... Отвратительно. Ну, заполнила форму жалобы. Ноль реакции. Как только срок карты закончится, закрою там счёт.",560,Неизвестно,2,1,2,1,0
"Не получается войти, в мобильный банк, а также в СБ бизнес онлайн, нахожусь в Свердловске, вчера заходил без проблем.",654,Неизвестно,1,3,0,0,0
"Скачал приложение,чтоб войти не приходит смс с кодом,смс банк у меня подключён,60р.снимают в месяц,вхожу в яндексе в сбербанк онлайн,код приходит моментально,а тут нет.",392,Неизвестно,1,3,2,0,0
"Москва. Не приходит смс для входа в сбербанк онлайн, мобильное приложение тоже не может залогиниться.",632,Москва,1,3,0,0,1
Ужаааасно разочарованна! Кто нибудь.почините сбер(,446,Неизвестно,1,3,0,0,0
"Здравствуйте. Отделение рядом с м. Чертановская , г. Москва. Ужас , что творится внутри банка, банкомат не работают, в кассу большая очередь.",1040,Москва,2,1,0,0,0
"Не все банкоматы работают грязно,постоянно тусуются бомжи",962,Неизвестно,2,1,0,0,1
"Транспортная компания Сберлогистика - полный отстой, никогда не пользуйтесь их услугами. Потеряли дорогостоющую посылку, искать не собираются.",105,Неизвестно,2,1,2,0,0
Сколько времени можно длать починку банкомата в южном бутово? Каждый 3-й не работает,928,Южа,2,1,0,0,1
"Представляются Сбербанком, просят предоставить данные карты чтобы отменить мошенническую операцию. Присылают смс с 900 с указанием регистрации на ДомКлик",840,Неизвестно,2,1,2,0,1
"Сбербанк требует версию выше, но на моем телефоне может быть максимально 12.5.4) дайте откатиться на предыдущую версию, не вижу смысла покупать новый айфон только из-за вашего обновления)",225,Неизвестно,2,1,0,0,1
Сочи сбой приложения,501,Сочи,2,2,2,0,1
ПРЕДСТАВИЛСЯ КАК {УДАЛЕНО} Андрей Владимирович ВАВИЛОВА 19 МОСКВА СТАРШИЙ СПЕЦИАЛИСТ СЛУЖБЫ БЕЗОПАСНОСТИ СБЕРБАНКА ТАБЕЛЬНЫЙ НОМЕР 271035 МОШЕННИКИ ПО ФАКТУ НАЧАЛИ ВТУЛЯТЬ ЧТО 5 МИНУТ НАЗАД БЫЛ НЕПРАВИЛЬНЫЙ ВХОД В МОЙ КАБИНЕТ И НУЖНО ПОДТВЕРДИТЬ ЧТО Я ЭТО Я ЧТОБЫ НЕ ЗАБЛОКИРОВАЛИ КАБИНЕТ),679,Владимир,2,2,2,1,1
"ни смсок нет, ни сбер онлайн не работает",441,Неизвестно,2,2,2,0,1
"Звонят целый день. Чего хотят незнаю, но говорят, что это Сбер банк. Get contact определяет их как мошенники. 8495 0404277",159,Неизвестно,1,3,2,0,0
"Мошенники. Представились ""финансовым центром сбербанка""",814,Неизвестно,2,2,2,0,1
"ажите пожалуйста, какого лешего ваше ужасное приложение так тупит? И все это после последнего обновления. Загружается до 5 минут. Любые операции минимум минуту грузятся. Постоянно. И если вы скажите ""У вас проблема с сетью"" я вам отвечу, что речь только о вашем банке. РЕНЕСАНС, ОТКРЫТИЕ, ОТП банки грузятся адекватно быстро и чётко. Только сбербанк ТОРМОЗ.",336,Неизвестно,1,3,2,1,0
"Шахты Ростовская область. Ни с компьютера, ни со смартфона не работает ""Сбербанк-онлайн"".",603,Ростов,2,2,2,0,1
"Заблокировали мою транзакцию когда покапупала в интернет магазине, ужасно что так плохо работает сайт, не могу продолжать покупки ",932,Инта,1,3,2,0,1
"Техподдержка в чате сбер банка онлайн - абсолютно бесполезная и бестолковая. На обращение в чат поддержки вы получите в ответ типовые фразы из чек листа, а не ответ на вопрос. Покупал билеты на самолёт напрямую в известной компании, оплату блокировали. Самому нужно позвонить на 900 и подтвердить платёж. Не дозвонился, т.к. до опера это невозможно (почему тогда сам банк не звонит?), в чате это не решают, не перезванивают, оплатил с другой карты.",203,Неизвестно,2,2,2,1,0
"Не отображает все операции переводов денег. Несколько дней подряд переводу физлицу, но операций не вижу. Только в полной версии на компе. Это плохо. Доверия нет хотя раньше к сберу не было претензий. Не хватает инфо при каждойоперации о величине баланса. Поэтому тяжело отслеживать все ли операции отражены, если не видешь баланс счета при каждой операции",347,Велиж,2,2,2,0,1
"Почему моей супруге сотрудник дополнительного офиса №0913/037 подключил подписку СберПрайм под предлогом того, что процент по кредиту при наличии такой подписки будет ниже? Почему сотрудник этого отделения сделал это самостоятельно на её устройстве?",114,Неизвестно,2,2,1,0,0
"Здравствуйте, не доволен работой приложения, не понятно почему вас сразу же не включен СБП?",945,Неизвестно,2,2,0,0,0
"Приложение сбербанк онлайн много весит, не могу нормально позоваться телефоном. Почему он занимает так много места?",1053,Неизвестно,2,2,0,0,1
"Оренбургская область, Оренбург. Ни мобильная, ни ПК версии не дают зайти. Также проблема возникла у товарища в 4х банкоматах.",546,Оренбург,2,2,0,0,1
"Есть одно замечание надеюсь разработчикам приложения сбера это поможет. Это когда ты ещё не вышел из данного приложения, но при этом одновременно совершил списание средств с карты, и затем когда снова вернулся в приложение и начинаешь обновлять страницу чтобы узнать какой теперь баланс на карте и почему-то не показывает новую сумму. В общем, приходиться закрывать приложение и заходить заново чтобы узнать какой у меня новый баланс на карте. Короче, выполняешь лишнюю работу.",373,Короча,1,3,2,0,0
"Обычный Сбербанк. Филиал ада на земле в санкт-петербурге, банкоматы не работают приходится ждать в очередях!!!!!!!",978,СанктПетербург,1,4,0,2,1
Астрахань не работает приложение,566,Астрахань,2,2,2,0,1
"Один вопрос к вам. Вчера звонили сотрудники так понял сбера. Сказали что на карте типо 11 тысяч бонусов их можно обменять на рубли. Сразу просят номер карты, я им говорю что сотрудники банка никогда не просят номер карты! Они мне свое долдычат. Потом ваше стали названивать я сбрасываю они опять звонят. Требуют номер карты. Мошенники?",201,Неизвестно,2,1,2,1,1
"Выбираешь карту или счет скоторого нужно сделать перевод или произвести оплату, а перед совершением операции приложение постоянно сует другую карту или счет. Постоянно надо проверять и заново выбирать, достало уже, тех поддержка сбера вы где",372,Перевоз,1,3,0,0,1
"Представились банком ""Открытие"", пытались предложить кредит. В итоге оказалось, что разговаривал с роботом. При таких условиях общения ясно, что вас хотят надуть. Отсюда вывод - мошенники",721,Неизвестно,1,3,2,0,0
"Сейчас у меня XR,но баг в сбере еще существует,когда я нахожусь в приложении и мне делают перевод,я тяну вниз что бы обновить счет,но не меняется ,смс получена и что бы обновить состояние лицевого счета карты надо ПЕРЕЗАЙТИ и так далеко не у меня одного,реально не в курсе ? или это невозможно починить ?",240,Курск,2,2,0,0,1
Звонила девушка робот. Назвала ФИО мою. Якобы от сбера. Просила дату рождения для подтверждения личности якобы есть важная информация для меня. ,757,Неизвестно,1,3,2,0,0
часто закрыты банкоматы сбербанка.,966,Неизвестно,2,1,0,0,1
"Серьезная претензия к сервису сбера Свое дело. При регистрации банк автоматически прикрепляет к сервису пластиковую карту. И изменить эту настройку невозможно. Хотя для получения платежей как самозанятый я завела отдельную карту. Усложняется ситуация тем, что теперь все платежи по номеру телефона тоже приходят на карту самозанятого. Назначить имеющуюся пластикову карту Приоритетной система не дает, хотя и в службе поддержке уверяют, что Приоритетной можно сделать любую карту.",360,Неизвестно,2,2,2,0,0
"Добрый день, сегодня был звонок с номера (812)3085937, говорили, что поступил запрос на смену номера, пытались узнать суммы на картах, и в каких банках ещё есть карты.. Говорили, что произошла утечка данных и что от моего имени поступил запрос на кредит... Что в течение 3х дней будет совершён перевыпуск карт.... Перевели на ""сотрудника кредитного отдела"", чтобы аннулировать заявку... На вопрос, как я могу удостовериться, что мне действительно звонят из банка, предлагали выйти на сайт сбера, в поиске набрать 880070700...удостовериться, что это их номер (не понимаю, при чем тут этот номер, если звонили с городского...), во время этих проверок номера параллельно звонили с номеров 4952922207, 4954716626, 4997002252. В итоге разговор я прервала, хотела в банк Перезвонить... Но с Вашим ботом бесполезно разговаривать, он операторов охраняет как самое дорогое, пообщаться с живым человеком просто не возможно...",168,Неизвестно,1,4,2,0,1
"Сбербанк удивляет и не в лучшую сторону, не смогла в сбребанке онлайн перевести деньги маме в Анадырь, все просто зависло.",999,Анадырь,1,4,2,0,1
"Не самое худшее, и не самое лучшее отделение Сбербанка. Вечно толком не работают банкоматы на прием",971,Неизвестно,1,4,0,0,1
"Сегодня я хочу выразить своё недовольство и обман со стороны работы Сбербанка. Ситуация такая: мне позвонил робот автоответчик с номера 900. Предложил кредитную карту на 285.000 рублей. Через онлайн приложение я оформила ее. Мне пришло оповещение, что я могу забрать карту по адресу: мытищи, олимпийский проспект 21. Приехав в этот же день, сотрудник Сбербанка спросила точно ли я ее оформляла и на какую сумму? Я ответила: да, оформляла на 285.000 рублей. Работник Сбербанка принесла мне эту карту. Я спросила интересующие вопросы по работе с картой. И уточнила: а почему мне оформили кредит на 285.000 рублей, а в приложении написано 10.000 рублей. Сотрудник ответила: «это все фигня. Сумма такая, какую вы и просили» И предложила оформить страховку на все мои карты. Так как опасно. И такая большая сумма на счету. Я оформила страховку на 1600 рублей. Сегодня я хотела воспользоваться кредиткой на сумму 114.800 рублей и мне пришёл отказ. Я позвонила на номер 900 и мне сообщили, что у меня кредит одобрен на 10.000, а не 285.000 рублей . Что это за лохотрон? Извините, но меня развели как маленького ребёнка !!! Зачем мне кредит на такую сумму? Я делала запрос на кредит 10.000? Теперь мне надо ехать опять в офис Сбербанка и делать отмену этой карты, так как мне не интересно такое предложение от вас. Прошу принять меры по такому обслуживанию клиентов и вернуть 1600₽ за страховку",1023,Инта,1,4,0,1,1
"Слетает настройка в приложении сбера СБП,подключиться-сервис недоступен, предлагает открыть счет-невозможно,идите в отделение сбербанка,только ",257,Неизвестно,2,2,2,0,1
"Сбербанк требует версию выше, но на моем телефоне может быть максимально 12.5.4) дайте откатиться на предыдущую версию, не вижу смысла покупать новый айфон только из-за вашего обновления)",214,Неизвестно,2,2,2,0,1
"Робот помощник, ух лучше бы ты не помогал мне и сохранил мои нервы. Такого критинизма я еще не видел, хотел лишь просто узнать как закрыть счет в онлайн приложении Сбербанка... ",939,Неизвестно,2,1,2,0,1
"Сбербанк в Красном селе на Ленина, 92, пожалуй, один из худших в СПб, 3 банкомата, на обоих синий экран, консультант говорит у них временами бывают сбои",995,СпбА,1,4,0,0,1
"Сбер о нас так беспокоится, что не загружает нормально финансы, чтоб мы их не тратили. Зачем добавлять кучу ненужных функций, чтобы потом приложение не работало нормально? Постоянно не загружает ничего",236,Неизвестно,1,3,2,0,1
"Звонили вчера 20.08.2019. Представились службой безопасности Сбербанка. Давили тем, что карту заблокируют из-за того, что обнаружена попытка мошеничества, пытались сменить логин и пароль от Сбербанк он-лайн, Называли даже псевдо имена и фамилии, Один из них якобы Гудков Ю.А, другой Михаил, переводили на разные телефоны, якобы даже с номера +7495005550 (внимание номер Сбербанка +74955005550) подтверждали, что такой сотрудник действительно у них работает, называли личные коды сотрудника и тп 7788, вообщем делали все, что б назвала номер карты, срок действия и ссв... Даже придумали робота, который слышит ссв и страхует деньги... Вообщем чуть не повелась. Будьте бдительны, сразу посылайте куда подальше...",672,Перевоз,2,2,2,0,1
"Был звонок. Слышимость плохая. Телефон московский, регион не мой. Какой-то уполномоченный, из откуда-то непонятно. Какое-то мошенничество... непонятное... со сбербанком... хотели скорее всего узнать данные моей карты, и нахблобучить меня на деньги. Не получилось. Положил трубку, и сказал чтобы вызывали повесткой. 100% мошенники.",816,Неизвестно,2,3,2,0,1
"Утомили эти голосовые помощники! Ответить на вопрос не могут, соединить с сотрудником не хотят. Пытался узнать тариф на обслуживание карты. В итоге оформлю в другом банке. ",877,Неизвестно,2,1,2,0,0
Уроды что творите!!! Телефоны сбера недоступны. Карты не обслуживаются в магазине. Кушать хочется.,633,Неизвестно,2,2,0,1,0
Лучше бы сбермегомаркитом бы разобрались не операторов не товара не денег!!,26,Неизвестно,2,4,2,1,1
"Казань, у меня одного приложение висит??",543,Казань,1,0,2,1,1
"Сбербанк онлайн перестал запускаться. После ввода пароля появляется загрузочный экран и всё, приложение вылетает. В итоге ни посмотреть баланс ""быстро и удобно"", ни перевести деньги. В общем ничего.",325,Неизвестно,1,4,0,0,1
"Пропало 9.600 с карты сбербанка,обращался в офис и мне скозали что я не первый клиент и этот вапрос решается бонком.",636,Неизвестно,2,2,2,0,1
"Юбилейный просп., г. Реутов. Терминал сбера не работает, оплатить через него не возможно. Касса не работает. На вопрос персонала «что делать?» получил ответ «без понятия, я ничего не могу сделать»",404,Реутов,2,1,2,0,1
не работает. не дает переводы выполнять. рязань.,648,Перевоз,1,3,2,0,1
"После обновления в сбере пропало ""разрешение на запись""... И теперь не могу сохранить чек, и, соответственно им поделиться. В списке ""добавить разрешения"" такой возможности почему-то нет. Раньше такой проблемы не было. MIUI 12",289,Неизвестно,2,2,0,0,1
"Уважаемый сбербанк, Зачем перегружать программу всякими примочками, которые многим не пригодятся?! Из-за того, что эта программа «весит» около 300 Мб, её невозможно загрузить через сотовую сеть! Wi-Fi в нашем городе тяжело найти, даже у сотовых операторов! Разделите все свои примочки по разным программам, чтобы основная «весила» не более 100Мб! Спасибо!",223,Неизвестно,1,3,0,0,0
"У меня 6+ айфон ,обновление сберонлайн только до 12 с чем то ,и из за этого вообще приложение страдает ,учитывайте что не у всех айфоны от 10 до 12",221,Неизвестно,1,3,2,0,0
"Здравствуйте, у кого можно проконсультироваться по поводу международного перевода с карты на карту? Я звонила на горячую линию, общалась с оператором, но толком ничего не выяснила. Никто не может мне помочь. Вчера вечером и сегодня утром я сделала в Литву два перевода со Сбербанка-Онлайн на карту Swedbank в размере 5600 руб. Деньги ушли, но на карту получателя до сих пор не зачислились, хотя было написано, что зачисление моментальное.  Прошу пояснить, что происходит.",179,Перевоз,1,4,2,0,0
Звонили с сбербанка представились сотрудниками сказали то что только что я взял кредит на 300.000 И после этого спросили когда последний раз я пользовался картой и сколько у меня сейчас на счету после того как услышали что меня 200руб бросили трубку,820,Неизвестно,1,3,2,0,1
"Я как-то з/п, выданную купюрами по 2к не мог залить на карту. Пришлось кидать через соседний банкомат. Благо их там много",552,Неизвестно,2,1,0,0,0
online.sberbank.ru недоступен и похоже все сервисы сбербанка,443,Неизвестно,1,3,2,0,1
"мошенники. Финансовый контроль ПАО сбербанк. обратились по имени отчеству, подтверждение операции перевода. используют функцию подмены номера ",829,Перевоз,1,3,1,0,1
"Обсолютно не удобный банк, всё банковские услуги на втором этаже, по лестнице старому человеку или инвалиду не подняться в одиночку, банкомат на первом часто не работают",869,Неизвестно,1,4,0,0,0
Очередь...часто не работают банкоматы сбербанка.,994,Неизвестно,2,1,0,0,1
"Не работает и в воронеже,ждем детские выплаты,денег нет и посмотреть не могу",537,Воронеж,1,3,0,0,1
"Мошенники, звонят якобы от службы безопасности Сбера.",778,Неизвестно,2,2,2,0,0
Постоянно сломанные банкоматы и очередь начинается на улице.,986,Неизвестно,2,1,0,0,0
"Представляются сотрудниками банка. Сообщают о поступление заявки на смену номера телефона по Вашему лицевому счету в сбербанке онлайн. Направляют смс с информированием о поступление заявки на смену номера телефона с номера 900. Пытаются узнать для начала номер карты, мотивируя тем, что в связи с мошенническими действиями, все данные удалились. Предупреждают о блокировке счета от 3 недель до месяца и перевыпуске карты. Не давайте Никакой информации, кладите трубку. Это мошенники!!!",854,Неизвестно,2,2,2,1,1
"Сбербанк онлайн странное приложение. Я вчера хотел оплатить мобильную связь ,но оплата была не доступна и я прибегнул к другому банку!Оператор Светлана ответила на следующий день! Пишет ,что возможны технические причины не зависимые от Сбербанк онлайн! Такую чушь я слышу впервые! Кто тогда здесь причем ?  С другог банка платеж на МТС прошел прекрасно! ",305,Неизвестно,2,2,0,0,1
"Представляются Сбербанком. Говорят, что поступила заявка о смене номера в Сбербанконлайн. Просят подтвердить смену номера. При этом звонят на номер телефона, который у меня только для Авито, то есть активно им не пользуюсь ",832,Неизвестно,2,2,2,0,1
С некоторых пор при входе в приложение постоянная ошибка обновления сберпэй. Стало крашиться при входе в настройки карты. Очистка кэша не помогает.,308,Неизвестно,1,3,0,0,0
Звонила девушка представилась сотрудником Сбербанка с целью што была заявка на замену номера мобильного телефона который привязан к Сбербанку и настойчиво предлогала перепроверить Паспортные данные!!!,785,Неизвестно,2,2,2,1,1
"Сбер умудрился списать средства даже с ЗАБЛОКИРОВАНОЙ карты, при этом в комментариях ведёт себя как младенец.",7,Неизвестно,0,2,2,0,0
"В новой мобильной версии приложения сбера неимоверно мелкие цифры ввода пароля. Стало очень неудобно вводить пароль. Даже женский пальчик попадает сразу на 2 цифры. Исправьте, пожалуйста, этот значительный недостаток. Посмотрите, в приложении "" Халва"" как удобно. Там огромные цифры для ввода пароля. Комфортно и пожилым, и людям с не очень хорошим зрением.",393,Неизвестно,1,4,1,0,0
"Дорогой сбер, уже три дня прошло с момента перевода по счёту. Сколько можно крутить мои деньги???!!!!!!!!",61,Перевоз,2,2,0,2,0
"Постоянно очереди, банкоматов не хватает всегда. Спасибо, конечно, что сбер вообще тут есть)",895,Неизвестно,2,1,0,0,0
Сбербанк добрый день. У меня такой вопрос я хотел помочь знакомой девченки. Перевел деньги ей на карту другой банк. А оказалась что её вк взломали и это был мошенник. И незнаю что в таких ситуациях делать можно как нибудь вернуть деньги или уже не как?,145,Неизвестно,1,4,0,0,1
За трое суток и много запросов один код пришел по смс - не могу завершить покупки,486,Неизвестно,2,1,0,0,0
"когда вернёте деньги? Идёт второй месяц. В обращении не отвечают. По телефону говорят все вопросы в обращение в приложении. В группе здесь раз в неделю пишут что уведомят сотрудников чтобы ускорились в решении обращения, но ничего не происходит. Мне ни разу никто не написал. Веду диалог сама с собой раз в 3-4 дня. Они удерживают мои деньги уже второй месяц и не привозят товар!!! Итак, поскольку по закону о защите прав потребителей, вы должны были в трёхдневный срок по требованию покупателя вернуть деньги за непривезенные товары, но вы так этого и не сделали, тем самым нарушив закон. Я вынуждена обращаться в суд за возвратом своих денежных средств за товары которые не были доставлены, неустойку, каждый день просрочки возврата денежных средств, а также за моральный вред. Ещё 20 августа я потребовала вернуть деньги за непривезенные товары. Мне ни разу никто не написал. Мои требования не были удовлетворены за 33 дня. Неустойка в день 0,5% от суммы возврата. Будем судиться, сбермегамаркет!",103,Неизвестно,2,1,2,1,0
"В СберабанкОнлайн опять какая-то ерунда. Не показываются операции по кредитной карте за 02.11.2019. Не приходят на карту Тинькофф Drive средства, перечисленные вчера магазином с карты Сбербанка. По номеру 900 сообщили, что проблемы решат до 1:30. Москва.",422,Москва,2,2,2,0,1
"Пришрили с ребонком в банк, хотела снять наличные, но в банкомате сбой, пришлось ждать большую очередь.",883,Неизвестно,1,4,0,0,0
"Вечные очереди в банкоматы. Постоянно кто-то тупит, играет в кнопочки. Бабульки вечно отправляют по 50 руб всем своим внукам на телефоны.",892,Неизвестно,2,1,2,0,1
Оренбург не работает приложение. Пишет ждать 15 минут,610,Оренбург,2,2,2,0,0
"Добрый вечер. В моих контактах (практически у всех имеются карты Сбера) не отображаются значки ""клиент Сбер"", в чем может быть причина. Статус ""инкогнито"" отключен и был изменён несколько раз, проблема не решена. В чем может быть причина? Мой значок в зоне видимости.",377,Неизвестно,2,2,0,0,0
"Безобразный банк. Закрыл два счёта ещё в феврале2021, а деньги за смс до апреля 2021г списывают. Дозвонился в банк,а там смотрят выписку и как оказалось через 30 минут не мою. Сбербанк, вы мошенники!",1034,Неизвестно,1,3,2,0,1
"Обман клиентов и попытка кражи денег сбером: ""В связи с неоплатой Мобильного банка, услуга оповещений приостановлена. Для возобновления, пожалуйста, пополните.. "" - несмотря на то, что оператору было сказано не подключать платных пакетов. Позавчера в ЛК было видно что полключен ""мобильный банк эконом"", то есть бесплатный! Втихую сбер посмел сменить тариф без уведомления абонента и пытался украсть деньги!",490,Видное,1,3,2,0,1
"В Москве много случаев, когда предствляются сотрудниками банка и пытаются укарасть деньги с карты, безопасность сбера вы куда смотрите?",911,Москва,2,1,2,0,1
"Всегда много народу и каждый день сломан банкомат сбера на выдачу наличных,иногда сразу два,иногда в них просто нет денег,так ли трудно за этим следить?",989,Неизвестно,1,4,0,0,0
Если заказываете в СберМегаМаркете знайте вы  не получите заказ и обратно деньге тоже. Не могут привезти заказ 927494630 уже с 23 сентября и тех поддержка даже не может  назвать сроки доставки. А возврат они тоже не делаю ждите три дня рассмотрения заявки ! Вы совсем? Вы заказ не можете привести и деньги не возвращаете!,20,Неизвестно,1,1,2,0,1
"Не работает ни один сервис. Сколько ждать,непонятно.",407,Неизвестно,2,2,2,0,1
"Отпишитесь здесь, если у кого заработало приложение, а то сидеть тыкать часами в лом уже как-то.",593,Неизвестно,2,2,0,0,1
2 раза сегодня получала код клиента и он не подтверждался.Код слово туда же.Еще и перевод заблок изза лимита хотя карту только вчера получила.,623,Перевоз,1,3,0,0,0
